phase,duration
0,11
1,3
2,38
3,3
0,10
1,3
2,25
3,3
6,40
7,3
0,10
1,3
2,10
3,3
4,10
5,3
6,18
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,10
7,3
0,10
1,3
2,10
3,3
0,10
1,3
4,10
5,3
6,40
7,3
0,10
1,3
2,10
3,3
6,10
7,3
0,10
1,3
2,10
3,3
0,14
1,3
2,10
3,3
4,10
5,3
0,10
1,3
2,10
3,3
4,10
5,3
6,17
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
0,10
1,3
2,10
3,3
0,10
1,3
6,10
7,3
2,12
3,3
0,10
1,3
2,10
3,3
6,14
7,3
4,10
5,3
0,10
1,3
4,10
5,3
2,10
3,3
6,10
7,3
0,31
1,3
4,10
5,3
6,20
7,3
0,10
1,3
2,10
3,3
0,15
1,3
6,10
7,3
2,12
3,3
6,17
7,3
0,10
1,3
2,10
3,3
0,22
1,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
0,12
1,3
6,13
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,19
7,3
4,10
5,3
0,10
1,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
6,21
7,3
2,10
3,3
0,23
1,3
4,10
5,3
6,10
7,3
2,11
3,3
0,10
1,3
4,10
5,3
2,10
3,3
4,10
5,3
6,10
7,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,10
7,3
2,13
3,3
0,10
1,3
6,17
7,3
2,10
3,3
0,16
1,3
2,10
3,3
6,10
7,3
2,18
3,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
0,10
1,3
6,24
7,3
4,10
5,3
2,11
3,3
6,11
7,3
2,10
3,3
