phase,duration
0,11
1,3
6,40
7,3
0,10
1,3
6,15
7,3
2,10
3,3
4,14
5,3
2,11
3,3
6,10
7,3
2,35
3,3
6,10
7,3
2,40
3,3
4,10
5,3
0,10
1,3
2,10
3,3
6,10
7,3
2,11
3,3
6,10
7,3
2,19
3,3
4,10
5,3
6,15
7,3
0,10
1,3
2,10
3,3
0,10
1,3
2,10
3,3
6,21
7,3
2,10
3,3
4,20
5,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
0,10
1,3
2,17
3,3
6,10
7,3
2,21
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
0,10
1,3
2,10
3,3
6,10
7,3
0,10
1,3
2,18
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
2,12
3,3
0,10
1,3
2,28
3,3
0,10
1,3
2,21
3,3
0,10
1,3
6,14
7,3
0,11
1,3
2,10
3,3
4,10
5,3
2,10
3,3
4,11
5,3
2,10
3,3
4,10
5,3
6,10
7,3
0,10
1,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,25
3,3
0,10
1,3
4,24
5,3
6,10
7,3
2,11
3,3
6,10
7,3
2,15
3,3
6,10
7,3
2,31
3,3
6,15
7,3
2,10
3,3
0,10
1,3
4,10
5,3
0,12
1,3
6,10
7,3
2,13
3,3
4,11
5,3
0,18
1,3
4,10
5,3
2,20
3,3
0,10
1,3
4,21
5,3
2,10
3,3
0,29
1,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
4,10
5,3
6,11
7,3
2,19
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,14
3,3
