phase,duration
0,40
1,3
2,10
3,3
0,10
1,3
2,10
3,3
0,24
1,3
6,40
7,3
0,10
1,3
2,12
3,3
0,10
1,3
6,11
7,3
0,10
1,3
4,10
5,3
6,40
7,3
0,10
1,3
2,10
3,3
6,20
7,3
2,10
3,3
0,26
1,3
2,10
3,3
6,15
7,3
2,10
3,3
0,10
1,3
2,11
3,3
0,13
1,3
6,10
7,3
4,10
5,3
2,10
3,3
6,17
7,3
4,10
5,3
0,10
1,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,19
7,3
0,10
1,3
2,11
3,3
6,10
7,3
4,10
5,3
2,10
3,3
0,10
1,3
6,10
7,3
0,17
1,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
0,40
1,3
2,10
3,3
0,40
1,3
2,10
3,3
0,10
1,3
2,10
3,3
0,14
1,3
2,10
3,3
0,40
1,3
2,10
3,3
4,10
5,3
6,11
7,3
2,10
3,3
0,10
1,3
4,14
5,3
6,19
7,3
2,10
3,3
4,11
5,3
6,10
7,3
2,12
3,3
0,10
1,3
2,10
3,3
4,21
5,3
0,10
1,3
4,16
5,3
6,23
7,3
0,10
1,3
2,18
3,3
6,12
7,3
2,10
3,3
4,10
5,3
6,10
7,3
4,14
5,3
0,17
1,3
2,10
3,3
4,10
5,3
0,10
1,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
2,13
3,3
6,10
7,3
2,10
3,3
4,10
5,3
2,11
3,3
4,10
5,3
2,11
3,3
4,10
5,3
2,10
3,3
6,36
7,3
2,19
3,3
6,11
7,3
2,10
3,3
6,22
7,3
4,10
5,3
2,16
3,3
6,12
7,3
